index,City,Date,Card Type,Exp Type,Gender,Amount
828,"Ahmedabad, India",13-Jul-14,Platinum,Grocery,F,224138
829,"Delhi, India",24-Nov-14,Silver,Bills,M,104689
830,"Bengaluru, India",08-Oct-13,Signature,Bills,F,76267
831,"Ahmedabad, India",02-Feb-14,Signature,Fuel,F,291636
832,"Bengaluru, India",22-May-14,Signature,Grocery,F,255384
833,"Ahmedabad, India",04-May-15,Gold,Fuel,M,79296
834,"Ahmedabad, India",07-Oct-14,Platinum,Entertainment,F,185050
835,"Greater Mumbai, India",06-Jan-15,Signature,Entertainment,F,275315
836,"Greater Mumbai, India",19-Oct-13,Platinum,Entertainment,M,191660
837,"Greater Mumbai, India",25-Jan-14,Signature,Food,F,198805
838,"Bengaluru, India",17-Aug-14,Signature,Food,F,286474
839,"Greater Mumbai, India",16-Jan-14,Signature,Food,F,153044
840,"Greater Mumbai, India",30-Aug-14,Platinum,Bills,M,169787
841,"Delhi, India",20-Apr-15,Silver,Entertainment,F,150141
842,"Ahmedabad, India",15-Mar-14,Signature,Entertainment,M,115464
843,"Greater Mumbai, India",13-Mar-15,Signature,Bills,F,272039
844,"Greater Mumbai, India",07-Feb-15,Platinum,Grocery,F,217841
845,"Delhi, India",15-May-14,Platinum,Bills,M,174421
846,"Greater Mumbai, India",31-Oct-14,Silver,Grocery,M,280490
847,"Greater Mumbai, India",22-Nov-13,Silver,Bills,F,128746
848,"Greater Mumbai, India",19-Dec-14,Platinum,Food,F,80189
849,"Bengaluru, India",17-Dec-13,Silver,Grocery,M,237114
850,"Bengaluru, India",10-Aug-14,Silver,Bills,M,41993
851,"Bengaluru, India",05-Mar-14,Silver,Fuel,M,150636
852,"Greater Mumbai, India",21-Sep-14,Silver,Bills,M,245265
853,"Ahmedabad, India",17-Jul-14,Platinum,Fuel,M,291025
854,"Bengaluru, India",21-Feb-15,Signature,Entertainment,M,170597
855,"Ahmedabad, India",27-Jan-14,Silver,Bills,M,77118
856,"Bengaluru, India",22-Apr-14,Signature,Fuel,M,291274
857,"Ahmedabad, India",24-Nov-13,Silver,Entertainment,F,15392
858,"Ahmedabad, India",10-Aug-14,Platinum,Entertainment,M,5468
859,"Greater Mumbai, India",30-Oct-14,Gold,Fuel,M,23665
860,"Greater Mumbai, India",08-Jul-14,Silver,Bills,M,145141
861,"Bengaluru, India",23-Apr-15,Silver,Food,M,218195
862,"Ahmedabad, India",10-Oct-14,Silver,Entertainment,F,121736
863,"Delhi, India",23-May-15,Silver,Fuel,F,180461
864,"Bengaluru, India",30-Oct-13,Gold,Grocery,M,57447
865,"Ahmedabad, India",04-Feb-14,Silver,Entertainment,M,180235
866,"Greater Mumbai, India",02-Feb-15,Gold,Entertainment,F,93930
867,"Greater Mumbai, India",29-Dec-13,Gold,Grocery,M,163867
868,"Bengaluru, India",29-Dec-13,Silver,Bills,F,19575
869,"Ahmedabad, India",21-Jul-14,Silver,Bills,F,289970
870,"Ahmedabad, India",25-Dec-14,Gold,Food,F,112482
871,"Ahmedabad, India",18-Aug-14,Silver,Entertainment,F,298417
872,"Bengaluru, India",14-Jan-14,Signature,Bills,M,148870
873,"Greater Mumbai, India",04-Jan-15,Gold,Entertainment,M,119344
874,"Bengaluru, India",28-Apr-14,Silver,Grocery,F,62019
875,"Greater Mumbai, India",11-Feb-15,Platinum,Bills,M,82913
876,"Bengaluru, India",10-Jan-15,Signature,Food,F,117710
877,"Delhi, India",20-Nov-13,Gold,Entertainment,F,210517
878,"Ahmedabad, India",25-Jan-15,Silver,Food,F,113890
879,"Bengaluru, India",18-Aug-14,Silver,Entertainment,M,229737
880,"Ahmedabad, India",05-Jan-15,Platinum,Entertainment,F,265791
881,"Delhi, India",07-Jan-15,Gold,Grocery,F,130714
882,"Ahmedabad, India",20-Feb-15,Silver,Food,M,191165
883,"Bengaluru, India",18-May-15,Silver,Fuel,F,119664
884,"Greater Mumbai, India",08-Oct-14,Platinum,Fuel,F,231014
885,"Delhi, India",07-Mar-14,Gold,Bills,F,76018
886,"Bengaluru, India",11-Jan-15,Gold,Entertainment,F,12766
887,"Greater Mumbai, India",09-Feb-15,Gold,Grocery,M,214247
888,"Bengaluru, India",04-Mar-14,Gold,Fuel,F,7966
889,"Delhi, India",20-Jan-15,Gold,Food,F,288805
890,"Bengaluru, India",14-Aug-14,Platinum,Food,M,100163
891,"Bengaluru, India",17-Jul-14,Signature,Bills,M,108240
892,"Ahmedabad, India",19-Dec-13,Signature,Fuel,M,118392
893,"Bengaluru, India",03-Jan-15,Platinum,Grocery,F,73263
894,"Delhi, India",09-Feb-15,Silver,Bills,M,138607
895,"Ahmedabad, India",20-Aug-14,Signature,Food,F,283746
896,"Bengaluru, India",06-Feb-15,Platinum,Bills,F,177031
897,"Ahmedabad, India",06-Oct-14,Silver,Bills,F,192491
898,"Ahmedabad, India",24-Dec-13,Platinum,Grocery,M,68065
899,"Greater Mumbai, India",10-Apr-15,Silver,Entertainment,F,164033
900,"Ahmedabad, India",26-Nov-14,Platinum,Food,F,281658
901,"Greater Mumbai, India",21-Jan-15,Signature,Entertainment,M,295463
902,"Ahmedabad, India",29-Sep-14,Silver,Entertainment,F,79202
903,"Ahmedabad, India",17-Nov-13,Platinum,Food,F,12951
904,"Delhi, India",21-Nov-13,Gold,Bills,M,267374
905,"Ahmedabad, India",16-Oct-14,Signature,Grocery,F,170471
906,"Greater Mumbai, India",30-May-14,Platinum,Fuel,M,127338
907,"Greater Mumbai, India",29-Dec-14,Signature,Fuel,F,116195
908,"Delhi, India",08-Feb-15,Gold,Entertainment,F,137119
909,"Greater Mumbai, India",09-Sep-14,Signature,Bills,F,274492
910,"Ahmedabad, India",06-Sep-14,Silver,Grocery,F,268855
911,"Greater Mumbai, India",17-Jun-14,Silver,Food,F,199403
912,"Greater Mumbai, India",15-Feb-15,Gold,Fuel,M,232373
913,"Delhi, India",18-Sep-14,Platinum,Entertainment,F,151051
914,"Greater Mumbai, India",29-Nov-14,Signature,Entertainment,M,248658
915,"Bengaluru, India",07-Mar-14,Platinum,Food,M,209347
916,"Bengaluru, India",29-Apr-14,Signature,Grocery,F,175732
917,"Delhi, India",12-May-15,Signature,Bills,M,103433
918,"Greater Mumbai, India",24-Sep-14,Platinum,Entertainment,F,285341
919,"Bengaluru, India",11-Mar-14,Platinum,Grocery,M,125159
920,"Greater Mumbai, India",18-Oct-14,Silver,Entertainment,F,264418
921,"Delhi, India",17-Nov-13,Platinum,Fuel,M,91677
922,"Bengaluru, India",26-Jun-14,Signature,Entertainment,F,150662
923,"Greater Mumbai, India",09-Feb-15,Gold,Fuel,M,45391
924,"Greater Mumbai, India",07-Dec-14,Platinum,Food,F,61669
925,"Bengaluru, India",21-Oct-14,Gold,Fuel,M,232677
926,"Delhi, India",21-May-15,Signature,Fuel,M,87608
927,"Bengaluru, India",08-Nov-14,Signature,Entertainment,M,180139
928,"Greater Mumbai, India",11-Mar-15,Platinum,Entertainment,M,74382
929,"Greater Mumbai, India",13-Sep-14,Gold,Food,F,229254
930,"Delhi, India",03-Jan-14,Platinum,Entertainment,M,232994
931,"Ahmedabad, India",27-Apr-14,Silver,Food,M,49600
932,"Ahmedabad, India",04-Apr-14,Platinum,Grocery,F,268595
933,"Ahmedabad, India",26-Apr-15,Silver,Grocery,F,196094
934,"Ahmedabad, India",13-Nov-14,Signature,Fuel,F,127888
935,"Greater Mumbai, India",25-Nov-14,Gold,Grocery,F,47247
936,"Ahmedabad, India",17-May-14,Silver,Bills,F,136478
937,"Ahmedabad, India",27-May-14,Gold,Bills,F,297523
938,"Greater Mumbai, India",29-Mar-14,Signature,Fuel,F,139910
939,"Greater Mumbai, India",02-Dec-13,Gold,Entertainment,F,49327
940,"Greater Mumbai, India",12-Dec-14,Platinum,Fuel,F,6176
941,"Bengaluru, India",18-Feb-15,Signature,Food,M,287628
942,"Bengaluru, India",07-Sep-14,Silver,Grocery,F,177005
943,"Bengaluru, India",06-Feb-14,Gold,Entertainment,M,4906
944,"Bengaluru, India",26-Dec-14,Platinum,Entertainment,M,246756
945,"Ahmedabad, India",19-Oct-14,Silver,Bills,M,138511
946,"Bengaluru, India",08-May-15,Silver,Bills,M,148552
947,"Ahmedabad, India",11-Apr-15,Platinum,Grocery,M,158677
948,"Ahmedabad, India",08-Feb-14,Signature,Bills,F,260920
949,"Bengaluru, India",19-Dec-13,Platinum,Fuel,M,265988
950,"Ahmedabad, India",12-Feb-14,Signature,Fuel,F,27927
951,"Bengaluru, India",17-Jan-15,Gold,Food,F,188026
952,"Ahmedabad, India",24-Mar-15,Platinum,Entertainment,M,296977
953,"Bengaluru, India",12-Apr-14,Silver,Entertainment,M,7789
954,"Ahmedabad, India",30-Nov-14,Platinum,Entertainment,M,47532
955,"Bengaluru, India",10-Jul-14,Silver,Entertainment,M,246790
956,"Ahmedabad, India",03-May-14,Signature,Bills,F,126049
957,"Greater Mumbai, India",16-Jul-14,Gold,Entertainment,M,179541
958,"Bengaluru, India",09-Jan-14,Signature,Food,F,57591
959,"Delhi, India",18-Feb-15,Silver,Fuel,F,243074
960,"Ahmedabad, India",04-Nov-13,Silver,Fuel,F,244917
961,"Delhi, India",31-Oct-14,Platinum,Food,M,24765
962,"Ahmedabad, India",07-Feb-14,Signature,Entertainment,M,295553
963,"Delhi, India",02-May-14,Silver,Fuel,M,224591
964,"Ahmedabad, India",02-Dec-13,Gold,Fuel,M,257442
965,"Bengaluru, India",14-May-14,Signature,Food,M,71597
966,"Greater Mumbai, India",04-May-15,Platinum,Bills,F,204811
967,"Greater Mumbai, India",13-Dec-13,Platinum,Food,M,119116
968,"Bengaluru, India",29-Mar-15,Signature,Grocery,F,270240
969,"Bengaluru, India",31-Aug-14,Signature,Grocery,F,172515
970,"Greater Mumbai, India",14-Feb-14,Platinum,Fuel,F,132273
971,"Bengaluru, India",11-Jul-14,Gold,Bills,M,18829
972,"Greater Mumbai, India",09-Oct-13,Signature,Grocery,M,37495
973,"Greater Mumbai, India",11-Apr-15,Silver,Fuel,M,209291
974,"Greater Mumbai, India",16-May-15,Gold,Entertainment,M,22289
975,"Ahmedabad, India",27-Jun-14,Silver,Food,F,78379
976,"Ahmedabad, India",31-Dec-13,Signature,Food,M,198893
977,"Ahmedabad, India",06-Apr-14,Gold,Entertainment,M,88507
978,"Greater Mumbai, India",27-Apr-14,Silver,Food,M,85667
979,"Ahmedabad, India",10-Jan-14,Silver,Grocery,M,13233
980,"Delhi, India",05-Apr-15,Gold,Bills,F,58109
981,"Greater Mumbai, India",06-Apr-15,Signature,Bills,F,284336
982,"Bengaluru, India",08-Jan-15,Platinum,Food,M,177499
983,"Ahmedabad, India",09-Jun-14,Gold,Food,M,132135
984,"Delhi, India",14-Jan-15,Silver,Grocery,M,207310
985,"Ahmedabad, India",23-Aug-14,Gold,Entertainment,M,257220
986,"Delhi, India",06-May-14,Signature,Entertainment,M,247061
987,"Delhi, India",13-Dec-13,Gold,Grocery,F,269513
988,"Greater Mumbai, India",06-Sep-14,Gold,Fuel,M,252208
989,"Bengaluru, India",05-Feb-15,Platinum,Fuel,M,198508
990,"Ahmedabad, India",08-Aug-14,Gold,Grocery,F,52611
991,"Ahmedabad, India",02-Apr-14,Platinum,Grocery,M,129515
992,"Ahmedabad, India",13-Oct-13,Platinum,Bills,M,298523
993,"Bengaluru, India",30-Nov-14,Platinum,Entertainment,M,9906
994,"Bengaluru, India",01-Feb-14,Platinum,Bills,M,173744
995,"Ahmedabad, India",03-Jul-14,Platinum,Entertainment,F,200981
996,"Greater Mumbai, India",01-Feb-15,Platinum,Grocery,F,221928
997,"Greater Mumbai, India",04-Mar-14,Signature,Fuel,M,8635
998,"Bengaluru, India",24-Nov-13,Platinum,Entertainment,F,222660
999,"Ahmedabad, India",09-Jun-14,Gold,Grocery,F,25069
1000,"Greater Mumbai, India",17-Oct-14,Signature,Entertainment,F,183026
1001,"Ahmedabad, India",26-Apr-14,Silver,Bills,F,37707
1002,"Bengaluru, India",02-Jun-14,Signature,Bills,M,115533
1003,"Bengaluru, India",26-Nov-13,Signature,Entertainment,F,128398
1004,"Ahmedabad, India",24-May-14,Silver,Fuel,F,77385
1005,"Bengaluru, India",24-May-15,Gold,Grocery,F,193919
1006,"Greater Mumbai, India",07-Jun-14,Platinum,Food,M,198721
1007,"Greater Mumbai, India",26-Feb-15,Signature,Grocery,F,133894
1008,"Bengaluru, India",20-Feb-14,Silver,Entertainment,F,118670
1009,"Bengaluru, India",26-Jan-15,Silver,Food,M,215961
1010,"Delhi, India",18-Jun-14,Platinum,Grocery,M,72088
1011,"Greater Mumbai, India",27-Mar-14,Platinum,Bills,F,185707
1012,"Delhi, India",10-Feb-14,Gold,Food,M,50926
1013,"Bengaluru, India",09-Jun-14,Silver,Entertainment,F,299379
1014,"Delhi, India",01-Sep-14,Signature,Grocery,M,48704
1015,"Delhi, India",22-Jun-14,Platinum,Bills,F,194055
1016,"Delhi, India",15-Jun-14,Signature,Fuel,F,33096
1017,"Greater Mumbai, India",02-Aug-14,Platinum,Fuel,M,206948
1018,"Ahmedabad, India",20-Mar-14,Silver,Entertainment,F,130438
1019,"Bengaluru, India",10-Dec-14,Signature,Bills,M,236755
1020,"Greater Mumbai, India",20-Nov-14,Signature,Food,F,129210
1021,"Bengaluru, India",31-Mar-14,Platinum,Entertainment,F,206926
1022,"Delhi, India",21-Jul-14,Gold,Grocery,F,101124
1023,"Greater Mumbai, India",14-Sep-14,Signature,Fuel,M,85268
1024,"Bengaluru, India",08-Jun-14,Signature,Entertainment,M,19061
1025,"Bengaluru, India",08-Sep-14,Signature,Grocery,F,91436
1026,"Delhi, India",20-Feb-14,Gold,Fuel,F,17855
1027,"Ahmedabad, India",08-Apr-14,Platinum,Entertainment,F,217337
1028,"Ahmedabad, India",24-Dec-13,Gold,Entertainment,F,297649
1029,"Ahmedabad, India",27-Aug-14,Signature,Bills,M,66629
1030,"Bengaluru, India",14-Apr-15,Platinum,Grocery,M,241330
1031,"Delhi, India",02-Apr-15,Signature,Food,F,271424
1032,"Bengaluru, India",12-Apr-14,Silver,Grocery,F,219156
1033,"Ahmedabad, India",18-Mar-15,Signature,Grocery,F,201441
1034,"Bengaluru, India",28-Nov-13,Signature,Entertainment,M,133349
1035,"Bengaluru, India",12-Apr-15,Silver,Food,M,299217
1036,"Bengaluru, India",28-Oct-13,Signature,Grocery,M,8051
1037,"Delhi, India",30-Sep-14,Gold,Food,F,161309
1038,"Bengaluru, India",11-Apr-14,Silver,Food,F,157755
1039,"Bengaluru, India",29-Mar-14,Silver,Entertainment,M,279465
1040,"Greater Mumbai, India",30-Jan-14,Silver,Bills,F,216616
1041,"Delhi, India",06-Dec-13,Signature,Entertainment,F,237712
1042,"Greater Mumbai, India",31-Dec-14,Platinum,Entertainment,F,192164
1043,"Delhi, India",09-Dec-13,Gold,Grocery,F,183157
1044,"Ahmedabad, India",31-Mar-15,Silver,Fuel,M,87529
1045,"Ahmedabad, India",06-Mar-15,Gold,Fuel,F,131745
1046,"Greater Mumbai, India",02-Jul-14,Signature,Food,F,197143
1047,"Delhi, India",12-May-14,Platinum,Fuel,M,262129
1048,"Ahmedabad, India",20-Mar-14,Silver,Food,M,95689
1049,"Ahmedabad, India",30-May-14,Platinum,Food,M,68355
1050,"Greater Mumbai, India",11-Jan-14,Signature,Grocery,M,166188
1051,"Bengaluru, India",25-Dec-14,Platinum,Grocery,F,36606
1052,"Bengaluru, India",08-Jan-14,Platinum,Grocery,M,91268
1053,"Delhi, India",30-Aug-14,Silver,Entertainment,F,204482
1054,"Greater Mumbai, India",19-Jul-14,Silver,Bills,M,31860
1055,"Delhi, India",04-May-15,Platinum,Fuel,F,67016
1056,"Greater Mumbai, India",19-Nov-14,Platinum,Entertainment,F,92448
1057,"Delhi, India",01-Jan-14,Signature,Fuel,M,78148
1058,"Delhi, India",02-Jul-14,Platinum,Fuel,M,12641
1059,"Delhi, India",26-Mar-15,Silver,Bills,F,160692
1060,"Greater Mumbai, India",14-May-15,Signature,Bills,M,252756
1061,"Ahmedabad, India",10-Mar-14,Silver,Grocery,F,95394
1062,"Ahmedabad, India",16-Apr-14,Silver,Entertainment,F,227152
1063,"Ahmedabad, India",08-Jul-14,Platinum,Fuel,M,136820
1064,"Bengaluru, India",07-May-15,Silver,Food,M,178041
1065,"Bengaluru, India",20-Dec-14,Signature,Entertainment,F,19598
1066,"Greater Mumbai, India",24-Nov-14,Gold,Bills,M,228215
1067,"Greater Mumbai, India",14-Apr-14,Platinum,Entertainment,M,112891
1068,"Ahmedabad, India",09-Oct-13,Silver,Fuel,M,27626
1069,"Greater Mumbai, India",11-May-15,Signature,Fuel,M,229549
1070,"Delhi, India",16-Apr-14,Signature,Grocery,F,280848
1071,"Greater Mumbai, India",10-Mar-14,Silver,Fuel,F,268407
1072,"Ahmedabad, India",25-Aug-14,Platinum,Entertainment,M,276418
1073,"Bengaluru, India",10-Dec-14,Silver,Bills,M,221788
1074,"Ahmedabad, India",16-Nov-14,Silver,Entertainment,F,62931
1075,"Delhi, India",28-Dec-13,Signature,Entertainment,M,239678
1076,"Delhi, India",06-Jan-15,Gold,Grocery,F,9747
1077,"Delhi, India",03-Sep-14,Silver,Entertainment,M,27345
1078,"Greater Mumbai, India",01-May-14,Gold,Fuel,M,53756
1079,"Delhi, India",04-Mar-14,Signature,Entertainment,M,24937
1080,"Delhi, India",27-Feb-14,Silver,Bills,M,28521
1081,"Ahmedabad, India",26-Feb-15,Platinum,Bills,F,85339
1082,"Bengaluru, India",11-Oct-13,Gold,Grocery,M,23448
1083,"Delhi, India",02-Oct-14,Signature,Grocery,M,75033
1084,"Greater Mumbai, India",19-Apr-15,Platinum,Bills,F,285254
1085,"Greater Mumbai, India",05-Feb-15,Gold,Grocery,M,58887
1086,"Greater Mumbai, India",07-Apr-14,Gold,Entertainment,M,120546
1087,"Ahmedabad, India",28-Apr-14,Gold,Food,M,39632
1088,"Delhi, India",18-Aug-14,Gold,Entertainment,F,241234
1089,"Delhi, India",16-Jul-14,Gold,Food,F,276057
1090,"Delhi, India",23-May-14,Platinum,Bills,M,68806
1091,"Delhi, India",19-Jan-14,Signature,Grocery,F,188813
1092,"Greater Mumbai, India",16-Jul-14,Platinum,Fuel,M,68341
1093,"Bengaluru, India",15-Oct-13,Platinum,Grocery,M,265874
1094,"Ahmedabad, India",29-Apr-14,Silver,Bills,M,191477
1095,"Ahmedabad, India",14-Feb-14,Platinum,Entertainment,F,268598
1096,"Greater Mumbai, India",01-Apr-14,Silver,Entertainment,F,225017
1097,"Ahmedabad, India",21-Aug-14,Platinum,Fuel,F,246212
1098,"Bengaluru, India",11-Jan-15,Platinum,Bills,M,176941
1099,"Bengaluru, India",06-Jul-14,Silver,Entertainment,M,148660
1100,"Delhi, India",30-May-14,Platinum,Fuel,M,97664
1101,"Greater Mumbai, India",05-Mar-14,Gold,Entertainment,M,145684
1102,"Bengaluru, India",21-Jun-14,Silver,Bills,M,55894
1103,"Greater Mumbai, India",13-Nov-13,Gold,Grocery,M,239149
1104,"Greater Mumbai, India",05-Mar-15,Signature,Grocery,M,199950
1105,"Greater Mumbai, India",16-Aug-14,Silver,Entertainment,F,170835
1106,"Bengaluru, India",18-Jan-14,Gold,Food,M,8328
1107,"Bengaluru, India",10-Feb-14,Gold,Bills,F,181271
1108,"Bengaluru, India",07-Apr-14,Signature,Entertainment,F,39247
1109,"Bengaluru, India",21-Dec-13,Platinum,Entertainment,M,199288
1110,"Delhi, India",11-Mar-14,Platinum,Food,F,56606
1111,"Ahmedabad, India",11-May-14,Signature,Entertainment,M,288843
1112,"Delhi, India",04-May-14,Gold,Fuel,F,178701
1113,"Bengaluru, India",03-May-15,Platinum,Food,M,223404
1114,"Delhi, India",11-May-15,Signature,Food,M,292980
1115,"Bengaluru, India",24-Apr-15,Gold,Food,F,224782
1116,"Bengaluru, India",02-Jul-14,Gold,Entertainment,M,27267
1117,"Ahmedabad, India",15-Dec-14,Silver,Bills,F,279110
1118,"Delhi, India",08-Aug-14,Silver,Food,M,148733
1119,"Delhi, India",25-Sep-14,Silver,Food,F,130664
1120,"Greater Mumbai, India",31-Oct-14,Signature,Entertainment,F,43616
1121,"Delhi, India",04-Jan-15,Silver,Food,M,254028
1122,"Bengaluru, India",24-Apr-15,Gold,Grocery,F,2628
1123,"Bengaluru, India",12-Oct-13,Platinum,Entertainment,M,193522
1124,"Bengaluru, India",07-Aug-14,Signature,Fuel,M,292066
1125,"Ahmedabad, India",29-Jul-14,Silver,Entertainment,M,270301
1126,"Bengaluru, India",05-Feb-15,Signature,Entertainment,M,23826
1127,"Bengaluru, India",07-May-15,Gold,Fuel,F,167615
1128,"Delhi, India",02-Mar-14,Silver,Entertainment,M,193906
1129,"Delhi, India",18-Aug-14,Platinum,Food,F,244981
1130,"Ahmedabad, India",11-Mar-14,Silver,Food,F,44908
1131,"Greater Mumbai, India",19-Oct-14,Silver,Food,F,227797
1132,"Bengaluru, India",18-Aug-14,Platinum,Bills,F,288011
1133,"Greater Mumbai, India",12-Mar-15,Silver,Entertainment,F,258791
1134,"Delhi, India",28-Dec-13,Silver,Bills,M,263323
1135,"Delhi, India",17-Mar-14,Signature,Grocery,M,203094
1136,"Greater Mumbai, India",05-Mar-15,Gold,Food,M,45106
1137,"Bengaluru, India",26-Jul-14,Silver,Grocery,F,18351
1138,"Greater Mumbai, India",12-Oct-13,Signature,Entertainment,F,37103
1139,"Bengaluru, India",13-Mar-14,Silver,Food,F,141036
1140,"Greater Mumbai, India",21-Dec-13,Gold,Bills,F,40116
1141,"Greater Mumbai, India",23-Dec-13,Signature,Food,M,212380
1142,"Ahmedabad, India",21-Mar-15,Silver,Bills,M,174230
1143,"Greater Mumbai, India",29-Mar-15,Platinum,Fuel,F,109583
1144,"Bengaluru, India",06-Jan-14,Gold,Fuel,M,158143
1145,"Delhi, India",27-Dec-13,Platinum,Food,M,207467
1146,"Delhi, India",18-Nov-13,Silver,Bills,F,249325
1147,"Greater Mumbai, India",27-Nov-13,Gold,Fuel,F,1310
1148,"Greater Mumbai, India",05-Nov-14,Signature,Bills,F,222116
1149,"Bengaluru, India",23-Sep-14,Platinum,Bills,F,207727
1150,"Greater Mumbai, India",22-Sep-14,Signature,Bills,M,136662
1151,"Greater Mumbai, India",12-Dec-14,Platinum,Entertainment,F,86749
1152,"Delhi, India",20-Jan-15,Gold,Food,M,51412
1153,"Ahmedabad, India",28-Mar-15,Gold,Grocery,M,242667
1154,"Ahmedabad, India",16-Nov-13,Silver,Entertainment,F,101110
1155,"Delhi, India",04-Feb-14,Platinum,Fuel,F,78618
1156,"Greater Mumbai, India",21-Feb-14,Platinum,Food,M,280521
1157,"Greater Mumbai, India",22-Sep-14,Gold,Entertainment,F,93147
1158,"Ahmedabad, India",17-Feb-14,Gold,Food,M,282094
1159,"Bengaluru, India",13-Sep-14,Signature,Fuel,F,255815
1160,"Greater Mumbai, India",08-Jan-15,Silver,Entertainment,F,39195
1161,"Delhi, India",12-Sep-14,Gold,Fuel,F,117316
1162,"Delhi, India",16-Jan-15,Gold,Fuel,F,88930
1163,"Bengaluru, India",03-Nov-14,Platinum,Fuel,M,28865
1164,"Ahmedabad, India",19-Aug-14,Platinum,Grocery,M,272227
1165,"Ahmedabad, India",25-May-14,Platinum,Food,M,132373
1166,"Greater Mumbai, India",20-Jun-14,Signature,Fuel,M,139309
1167,"Bengaluru, India",03-Mar-14,Gold,Food,F,44328
1168,"Greater Mumbai, India",17-Feb-14,Gold,Entertainment,F,71398
1169,"Ahmedabad, India",22-Dec-13,Platinum,Grocery,F,198910
1170,"Ahmedabad, India",01-Nov-13,Platinum,Entertainment,F,89550
1171,"Greater Mumbai, India",05-Sep-14,Signature,Fuel,M,250356
1172,"Bengaluru, India",28-Dec-13,Gold,Grocery,F,29531
1173,"Bengaluru, India",01-Nov-14,Gold,Fuel,F,172440
1174,"Greater Mumbai, India",16-Nov-14,Gold,Food,M,228387
1175,"Delhi, India",22-Jan-15,Gold,Fuel,M,19193
1176,"Ahmedabad, India",07-Dec-13,Gold,Fuel,M,74175
1177,"Ahmedabad, India",13-Jan-14,Signature,Grocery,M,30857
1178,"Delhi, India",18-Jan-15,Platinum,Food,M,41731
1179,"Ahmedabad, India",01-Aug-14,Platinum,Entertainment,M,283211
1180,"Bengaluru, India",05-Nov-13,Platinum,Entertainment,M,111186
1181,"Greater Mumbai, India",21-Apr-14,Signature,Food,M,12614
1182,"Ahmedabad, India",12-Dec-13,Signature,Bills,F,92284
1183,"Ahmedabad, India",29-Oct-13,Signature,Entertainment,F,125517
1184,"Delhi, India",28-Oct-14,Platinum,Grocery,F,2393
1185,"Bengaluru, India",07-Jun-14,Signature,Grocery,F,115378
1186,"Greater Mumbai, India",11-Mar-14,Gold,Entertainment,M,200390
1187,"Greater Mumbai, India",17-Aug-14,Platinum,Entertainment,F,190575
1188,"Delhi, India",16-Feb-15,Gold,Entertainment,M,192587
1189,"Delhi, India",05-Apr-15,Gold,Food,F,240664
1190,"Delhi, India",24-Dec-14,Silver,Fuel,M,108860
1191,"Bengaluru, India",10-Mar-15,Silver,Food,M,19242
1192,"Greater Mumbai, India",02-Dec-13,Signature,Entertainment,M,120049
1193,"Ahmedabad, India",08-Jan-15,Platinum,Grocery,F,121893
1194,"Delhi, India",06-Feb-15,Silver,Bills,F,260347
1195,"Greater Mumbai, India",08-Aug-14,Gold,Bills,M,241478
1196,"Greater Mumbai, India",04-Mar-15,Gold,Bills,M,71949
1197,"Delhi, India",27-Jul-14,Silver,Food,F,170945
1198,"Delhi, India",22-Dec-13,Signature,Food,M,223891
1199,"Ahmedabad, India",29-Apr-14,Gold,Entertainment,M,245856
1200,"Greater Mumbai, India",11-Sep-14,Silver,Entertainment,F,82021
1201,"Greater Mumbai, India",22-Nov-14,Silver,Grocery,M,221221
1202,"Greater Mumbai, India",19-Mar-15,Gold,Food,F,284273
1203,"Greater Mumbai, India",10-Apr-15,Silver,Bills,M,54814
1204,"Greater Mumbai, India",16-Sep-14,Platinum,Grocery,F,219649
1205,"Greater Mumbai, India",10-Dec-14,Silver,Fuel,F,62964
1206,"Ahmedabad, India",01-Dec-13,Gold,Food,F,261391
1207,"Greater Mumbai, India",15-Mar-14,Platinum,Grocery,M,27395
1208,"Ahmedabad, India",16-May-15,Signature,Grocery,F,212709
1209,"Delhi, India",17-Mar-14,Silver,Grocery,F,294934
1210,"Ahmedabad, India",28-Jun-14,Silver,Entertainment,M,191608
1211,"Greater Mumbai, India",20-Mar-14,Gold,Entertainment,M,93385
1212,"Ahmedabad, India",16-May-14,Platinum,Fuel,M,43924
1213,"Greater Mumbai, India",30-Nov-14,Signature,Food,M,270596
1214,"Greater Mumbai, India",26-Apr-15,Platinum,Grocery,M,234231
1215,"Greater Mumbai, India",15-May-15,Silver,Entertainment,F,73287
1216,"Delhi, India",09-Jun-14,Silver,Entertainment,M,170609
1217,"Greater Mumbai, India",29-Nov-14,Platinum,Entertainment,F,35146
1218,"Ahmedabad, India",27-Apr-14,Silver,Food,M,93599
1219,"Bengaluru, India",06-Mar-14,Gold,Fuel,F,59344
1220,"Delhi, India",22-Aug-14,Gold,Grocery,F,178041
1221,"Delhi, India",23-Jun-14,Silver,Entertainment,F,60881
1222,"Delhi, India",18-Sep-14,Gold,Food,M,122674
1223,"Delhi, India",16-Feb-15,Silver,Fuel,F,293919
1224,"Delhi, India",19-Apr-14,Platinum,Food,M,90633
1225,"Delhi, India",15-Apr-14,Silver,Entertainment,M,105623
1226,"Delhi, India",11-May-14,Signature,Food,F,200092
1227,"Bengaluru, India",16-Jun-14,Gold,Fuel,M,164101
1228,"Delhi, India",28-Feb-15,Gold,Fuel,F,277295
1229,"Bengaluru, India",01-Nov-13,Gold,Grocery,F,250112
